Date;Name;Year;Letterboxd URI;Rating;Rewatch;Tags;Watched Date
2025-03-14;Fear Street: 1978;2021;https://boxd.it/97aUPz;;;;2023-10-28
2025-03-14;Fear Street: 1666;2021;https://boxd.it/97aUPJ;;;;2023-10-28
2025-03-14;The Green Knight;2021;https://boxd.it/97aUPT;;;;2023-11-01
2025-03-14;The Power of the Dog;2021;https://boxd.it/97aUQ3;;;;2023-11-01
2025-03-14;Memoirs of a Geisha;2005;https://boxd.it/97aUQd;;;;2023-11-02
2025-03-14;The Guilty;2021;https://boxd.it/97aUQn;;;;2023-11-03
2025-03-14;The Big Short;2015;https://boxd.it/97aUQH;;;;2023-11-03
2025-03-14;Baby Driver;2017;https://boxd.it/97aUQR;;;;2023-11-14
2025-03-14;Saw;2004;https://boxd.it/97aUR1;;;;2023-11-17
2025-03-14;Saw II;2005;https://boxd.it/97aURb;;;;2023-11-20
2025-03-14;Saw III;2006;https://boxd.it/97aURl;;;;2023-11-23
2025-03-14;Saw IV;2007;https://boxd.it/97aURv;;;;2023-12-04
2025-03-14;RoboCop;2014;https://boxd.it/97aURF;;;;2023-12-06
2025-03-14;Hellboy;2019;https://boxd.it/97aURP;;;;2023-12-06
2025-03-14;Zodiac;2007;https://boxd.it/97aURZ;;;;2023-12-08
2025-03-14;The Shawshank Redemption;1994;https://boxd.it/97aUS9;;;;2023-12-08
2025-03-14;The Shining;1980;https://boxd.it/97aUSX;;;;2023-12-30
2024-01-05;The Shining;1980;https://boxd.it/5uAuwX;;;netflix;2024-01-01
2024-01-05;Barbie;2023;https://boxd.it/5uAzoJ;;;hbomax;2024-01-04
2025-03-14;Guns Akimbo;2019;https://boxd.it/97aUT7;;;;2024-02-04
2025-03-14;The Prestige;2006;https://boxd.it/97aUTh;;;;2024-02-05
2025-03-14;The Hunger Games: The Ballad of Songbirds & Snakes;2023;https://boxd.it/97aUTr;;;;2024-02-09
2025-03-14;American Sniper;2014;https://boxd.it/97aUTB;;;;2024-02-10
2025-03-14;Nobody;2021;https://boxd.it/97aUTL;;;;2024-02-12
2025-03-14;The Suicide Squad;2021;https://boxd.it/97aUTV;;;;2024-02-12
2025-03-14;Suicide Squad;2016;https://boxd.it/97aUU5;;;;2024-02-12
2025-03-14;Orion and the Dark;2024;https://boxd.it/97aUUf;;;;2024-02-14
2025-03-14;I, Tonya;2017;https://boxd.it/97aUUp;;;;2024-02-18
2024-02-29;The Boy and the Heron;2023;https://boxd.it/5W6ky7;;;cinema;2024-02-27
2025-03-14;The Boy and the Heron;2023;https://boxd.it/97aUUJ;;Yes;;2024-03-01
2024-03-26;Road House;2024;https://boxd.it/68iy6D;5;;netflix;2024-03-22
2024-03-26;The Shape of Water;2017;https://boxd.it/68iz8F;5;;disneyplus;2024-03-23
2025-03-14;Road House;2024;https://boxd.it/97aUUT;;Yes;;2024-03-24
2024-03-26;Nobody;2021;https://boxd.it/68j9CB;3;;;2024-03-25
2025-03-14;Once Upon a Time... in Hollywood;2019;https://boxd.it/97aUVn;;;;2024-04-15
2024-05-16;Brokeback Mountain;2005;https://boxd.it/6tLW4X;5;Yes;netflix;2024-05-14
2025-03-14;Disturbia;2007;https://boxd.it/97aUVx;;;;2024-05-27
2025-03-14;Duplex;2003;https://boxd.it/97aUVH;;;;2024-06-03
2025-03-14;They Cloned Tyrone;2023;https://boxd.it/97aUVR;;;;2024-06-10
2025-03-14;Pretty Woman;1990;https://boxd.it/97aUW1;;;;2024-06-13
2025-03-14;Always Be My Maybe;2019;https://boxd.it/97aUWb;;;;2024-06-24
2025-03-14;Neighbors;2014;https://boxd.it/97aUWl;;;;2024-07-07
2025-03-14;Neighbors 2: Sorority Rising;2016;https://boxd.it/97aUWF;;;;2024-07-07
2025-03-14;Small Soldiers;1998;https://boxd.it/97aUWP;;;;2024-07-13
2025-03-14;The Pianist;2002;https://boxd.it/97aUWZ;;;;2024-07-15
2025-03-14;Metal Lords;2022;https://boxd.it/97aUXj;;;;2024-07-17
2025-03-14;The Zone of Interest;2023;https://boxd.it/97aUXN;;;;2024-07-19
2025-03-14;Poor Things;2023;https://boxd.it/97aUXX;;;;2024-07-22
2025-03-14;Downsizing;2017;https://boxd.it/97aUY7;;;;2024-07-24
2025-03-14;The Lorax;2012;https://boxd.it/97aUYh;;;;2024-07-30
2025-03-14;An Honest Liar;2014;https://boxd.it/97aUYr;;;;2024-07-30
2025-03-14;You Don't Mess with the Zohan;2008;https://boxd.it/97aUYB;;Yes;;2024-07-30
2025-03-14;Okja;2017;https://boxd.it/97aUYL;;;;2024-07-30
2025-03-14;The Dyatlov Pass Incident;2013;https://boxd.it/97aUYV;;;;2024-07-30
2025-03-14;Bright;2017;https://boxd.it/97aUZ5;;;;2024-07-30
2025-03-14;The Breakfast Club;1985;https://boxd.it/97aUZf;;;;2024-07-30
2025-03-14;Life Is Beautiful;1997;https://boxd.it/97aUZp;;;;2024-07-30
2025-03-14;Just Like Heaven;2005;https://boxd.it/97aUZz;;;;2024-08-11
2025-03-14;Grave of the Fireflies;1988;https://boxd.it/97aUZJ;;;;2024-08-17
2025-03-14;Love & Other Drugs;2010;https://boxd.it/97aUZT;;;;2024-08-21
2025-03-14;Us;2019;https://boxd.it/97aV03;;;;2024-08-22
2025-03-14;Jackpot!;2024;https://boxd.it/97aV0d;;;;2024-08-27
2025-03-14;Dune: Part Two;2024;https://boxd.it/97aV0n;;;;2024-08-27
2025-03-14;What's Eating Gilbert Grape;1993;https://boxd.it/97aV0H;;;;2024-08-28
2025-03-14;Jojo Rabbit;2019;https://boxd.it/97aV0R;;;;2024-08-29
2025-03-14;The Sixth Sense;1999;https://boxd.it/97aV11;;;;2024-08-30
2025-03-14;The Others;2001;https://boxd.it/97aV1b;;;;2024-09-02
2025-03-14;Brothers;2009;https://boxd.it/97aV1l;;;;2024-09-03
2025-03-14;Se7en;1995;https://boxd.it/97aV1F;;;;2024-09-09
2025-03-14;The Goonies;1985;https://boxd.it/97aV1P;;;;2024-09-15
2025-03-14;The Fall Guy;2024;https://boxd.it/97aV29;;;;2024-09-15
2025-03-14;Saving Private Ryan;1998;https://boxd.it/97aV2j;;;;2024-09-18
2025-03-14;Temple Grandin;2010;https://boxd.it/97aV2t;;;;2024-09-24
2025-03-14;Inside Out 2;2024;https://boxd.it/97aV2D;;;;2024-09-28
2025-03-14;Fury;2014;https://boxd.it/97aV2N;;;;2024-10-03
2025-03-14;Green Book;2018;https://boxd.it/97aV2X;;;;2024-10-15
2025-03-14;I Love You Phillip Morris;2009;https://boxd.it/97aV37;;;;2024-10-20
2025-03-14;The Cable Guy;1996;https://boxd.it/97aV3h;;;;2024-10-29
2025-03-14;The Last Voyage of the Demeter;2023;https://boxd.it/97aV3r;;;;2024-11-02
2025-03-14;Interview with the Vampire;1994;https://boxd.it/97aV3B;;;;2024-11-04
2025-03-14;Lars and the Real Girl;2007;https://boxd.it/97aV3L;;;;2024-11-06
2025-03-14;Dracula Untold;2014;https://boxd.it/97aV3V;;;;2024-11-12
2025-03-14;The Iron Claw;2023;https://boxd.it/97aV45;;;;2024-11-16
2025-03-14;John Wick;2014;https://boxd.it/97aV4f;;;;2024-11-22
2025-03-14;John Wick: Chapter 2;2017;https://boxd.it/97aV4p;;;;2024-11-22
2025-03-14;John Wick: Chapter 3 â Parabellum;2019;https://boxd.it/97aV4z;;;;2024-11-22
2025-03-14;Strange World;2022;https://boxd.it/97aV4J;;;;2024-11-23
2025-03-14;Deadpool;2016;https://boxd.it/97aV4T;;;;2024-11-27
2025-03-14;Deadpool 2;2018;https://boxd.it/97aV53;;;;2024-11-27
2025-03-14;Deadpool & Wolverine;2024;https://boxd.it/97aV5d;;;;2024-11-27
2025-03-14;Parasite;2019;https://boxd.it/97aV5n;;;;2024-12-07
2025-03-14;X-Men;2000;https://boxd.it/97aV5x;;;;2024-12-10
2025-03-14;X2;2003;https://boxd.it/97aV5H;;;;2024-12-10
2025-03-14;X-Men: The Last Stand;2006;https://boxd.it/97aV61;;;;2024-12-10
2025-03-14;X-Men: First Class;2011;https://boxd.it/97aV6b;;;;2024-12-10
2025-03-14;X-Men: Days of Future Past;2014;https://boxd.it/97aV6l;;;;2024-12-10
2025-03-14;X-Men: Apocalypse;2016;https://boxd.it/97aV7D;;;;2024-12-10
2025-03-14;How the Grinch Stole Christmas;2000;https://boxd.it/97aV7N;;;;2024-12-10
2025-03-14;The Grinch;2018;https://boxd.it/97aV87;;;;2024-12-10
2025-03-14;The Whale;2022;https://boxd.it/97aV8r;;;;2025-01-31
2025-03-14;Nosferatu;2024;https://boxd.it/97aV8B;;;;2025-02-04
2025-03-14;The Motorcycle Diaries;2004;https://boxd.it/97aV8L;;;;2025-02-19
2025-03-14;Million Dollar Baby;2004;https://boxd.it/97aV8V;;;;2025-02-22
2025-03-14;I Am Mother;2019;https://boxd.it/97aV95;;;;2025-02-22
2025-03-14;Baptism of Blood;2007;https://boxd.it/97aV9f;5;;;2025-02-26
2025-03-14;Elite Squad: The Enemy Within;2010;https://boxd.it/97aV9p;;;;2025-02-26
2025-03-14;The Wild Robot;2024;https://boxd.it/97aV9z;5;;;2025-03-01
2025-03-14;Ticket to Paradise;2022;https://boxd.it/97aV9J;2;;;2025-03-01
2025-03-14;Martyrs;2008;https://boxd.it/97aVa3;1;;;2025-03-01
2025-03-14;Flow;2024;https://boxd.it/97aVad;3;;;2025-03-04
2025-03-14;Zoolander;2001;https://boxd.it/97aVan;2;;;2025-03-04
2025-03-14;Captain Fantastic;2016;https://boxd.it/97aVax;;;;2025-03-08
2025-03-14;The Autopsy of Jane Doe;2016;https://boxd.it/97aVaR;3;;;2025-03-10
2025-03-18;Surf's Up;2007;https://boxd.it/99Pwgv;5;Yes;;2025-03-16
2025-03-28;The Girl with the Dragon Tattoo;2011;https://boxd.it/9fzH3J;3;;;2025-03-28
2025-04-07;A Minecraft Movie;2025;https://boxd.it/9leCkn;1;;vi-no-cinema;2025-04-06
2025-04-14;Twilight;2008;https://boxd.it/9pdqFx;4;;;2025-04-12
2025-04-14;Just My Luck;2006;https://boxd.it/9pdCzh;;;;2025-04-14
2025-04-15;Adolescence;2025;https://boxd.it/9pLee3;5;;sÃ©rie, netflix;2025-04-14
2025-04-19;Luca;2021;https://boxd.it/9s0BfV;5;Yes;;2025-04-18
2025-05-05;Ready or Not;2019;https://boxd.it/9BK9g5;5;;;2025-05-04
2025-07-04;Jurassic World Rebirth;2025;https://boxd.it/acVaqF;3;;cinema, vi-no-cinema;2025-07-03
2025-07-31;Superman;2025;https://boxd.it/axR7od;5;;vi-no-cinema;2025-07-29
2025-08-13;Gran Torino;2008;https://boxd.it/aIdFR3;4;Yes;torrent;2025-07-30
2025-07-31;Civil War;2024;https://boxd.it/ayaHwv;4;;torrent;2025-07-31
2025-08-01;Mickey 17;2025;https://boxd.it/ayDMw9;4;;torrent;2025-07-31
2025-08-08;The Meyerowitz Stories (New and Selected);2017;https://boxd.it/aEk0FD;3;;torrent;2025-08-06
2025-08-08;Eternal Sunshine of the Spotless Mind;2004;https://boxd.it/aEnLbL;5;Yes;torrent;2025-08-08
2025-08-13;Jaws;1975;https://boxd.it/aIcATr;3;;torrent;2025-08-12
2025-08-13;The Grand Budapest Hotel;2014;https://boxd.it/aIiQW9;5;;torrent;2025-08-12
2025-08-13;Silver Linings Playbook;2012;https://boxd.it/aIniDR;5;;torrent;2025-08-13
2025-08-14;The Devil's Backbone;2001;https://boxd.it/aJ5dC3;5;;torrent;2025-08-14
2025-08-21;My Neighbor Totoro;1988;https://boxd.it/aO7BWZ;5;;torrent;2025-08-20
2025-08-22;Ferris Bueller's Day Off;1986;https://boxd.it/aORQNP;4;;torrent;2025-08-22
2025-08-24;Juno;2007;https://boxd.it/aQ0r1t;5;;primevideo;2025-08-23
2025-10-13;Anora;2024;https://boxd.it/bm7dTj;3.5;;primevideo;2025-10-13
2025-12-15;The Mist;2007;https://boxd.it/c3rqXP;2.5;;;2025-12-14
2025-12-16;Sound of Metal;2019;https://boxd.it/c4jJcL;5;;primevideo;2025-12-15
2025-12-17;Central Station;1998;https://boxd.it/c5deTL;5;;globoplay;2025-12-16
2026-01-07;The Nightmare Before Christmas;1993;https://boxd.it/cuM7MX;3;;disneyplus;2026-01-06
2026-01-07;Black Swan;2010;https://boxd.it/cuTyBL;5;;disneyplus;2026-01-07
2026-01-13;Saltburn;2023;https://boxd.it/cC1yZx;5;;primevideo;2026-01-13
2026-02-28;War of the Worlds;2005;https://boxd.it/dkzwAp;3;;torrent;2026-02-27
2026-02-28;Sinners;2025;https://boxd.it/dkHuP9;5;;torrent;2026-02-28
2026-03-07;Basic Sanitation, the Movie;2007;https://boxd.it/dqbXWt;5;;globoplay;2026-03-07
2026-03-07;Miracle in Cell No. 7;2019;https://boxd.it/dqcaHh;;;;2026-03-07
